domain;name;ticker;involvement.Alcoholic Beverages;involvement.Adult Entertainment;involvement.Gambling;involvement.Tobacco Products;involvement.Animal Testing;involvement.Fur and Specialty Leather;involvement.Controversial Weapons;involvement.Small Arms;involvement.Catholic Values;involvement.GMO;involvement.Military Contracting;involvement.Pesticides;involvement.Thermal Coal;involvement.Palm Oil;employees;industry;sector;altman_score;piotroski_score;Controversies.Environment;Controversies.Social;Controversies.Customers;Controversies.Human Rights & Community;Controversies.Labor Rights & Supply Chain;Controversies.Governance;Decarbonization Target.Target Year;Decarbonization Target.Comprehensiveness;Decarbonization Target.Ambition p.a.;Decarbonization Target.Decarbonization Target;Decarbonization Target.Decarbonization Target on Temperature Rise;Temperature Goal;sdg.No Poverty;sdg.No Hunger;sdg.Good Health and Well-Being;sdg.Quality Education;sdg.Gender Equality;sdg.Clean Water and Sanitation;sdg.Affordable and Clean Energy;sdg.Decent Work and Economic Growth;sdg.Industry, Innovation and Infrastructure;sdg.Reduced Inequalities;sdg.Sustainable Cities and Communities;sdg.Responsible Consumption and Production;sdg.Climate Action;sdg.Life under Water;sdg.Life on Land;sdg.Peace, Justice and Strong Institutions;sdg.Partnerships for the Goals;esg;involvement_msci.Controversial Weapons;involvement_msci.Gambling;involvement_msci.Tobacco Products;involvement_msci.Alcoholic Beverages;Controversies.Supply Chain Labor Standards;Controversies;Decarbonization Target;sdg;Controversies.Collective Bargaining & Union;Controversies.Health & Safety;Controversies.Discrimination & Workforce Diversity;Controversies.Labor Management Relations;involvement;involvement_msci;Controversies.Anticompetitive Practices;Controversies.Privacy & Data Security;Controversies.Bribery & Fraud;Controversies.Governance Structures;Controversies.Customer Relations;Controversies.Product Safety & Quality;Controversies.Human Rights Concerns;Controversies.Energy & Climate Change;Controversies.Toxic Emissions & Waste;Controversies.Impact on Local Communities;Controversies.Biodiversity & Land Use;Controversies.Other;Controversies.Marketing & Advertising;Controversies.Civil Liberties;Controversies.Operational Waste (Non-Hazardous);Controversies.Supply Chain Management;Controversies.Water Stress;Controversies.Child Labor;Controversies.Controversial Investments
tqsltd.co.uk;TQS;TQSM;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
franklin-electric.com;Franklin Electric Co;FELE;;;;;;;;;;;;;;;6400;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;22.8;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
polygiene.com;Polygiene;POLYG;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
cascades.com;Cascades;CAS;;;;;;;;;;;;;;;null;;;;;Green;Green;Green;Green;Green;Green;;;;;;1.7;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;Aligned;No;No;No;No;No;21.6;No;No;No;No;;;null;;;;;;;;;;;;;;;;;;;;;;;;;;
kerry.com;Kerry Group plc;KRYAY;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
polo.com;Polo Ralph Lauren;RL;;;;;;;;;;;;;;;23300;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
freshpet.com;Freshpet;FRPT;;;;;;;;;;;;;;;1083;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;39.4;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
simsmm.com;Sims Metal Management;SGM;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
skil.com;Skil;SKIL;;;;;;;;;;;;;;;2262;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;29.3;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
skfhc.com.tw;Shin Kong Financial;2888;;;;;;;;;;;;;;;null;;;;;Green;Green;Green;Green;Green;Green;;;;;;1.5;No;No;No;No;Aligned;No;No;Aligned;Aligned;Aligned;No;No;No;No;No;No;No;21.3;No;No;No;No;;;null;;;;;;;;;;;;;;;;;;;;;;;;;;
intech.com;Integrated Resources;IRRXU;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
insurancetech.com;Insurance &;THG;;;;;;;;;;;;;;;4800;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
irhythmtech.com;IRhythm;IRTC;;;;;;;;;;;;;;;2000;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.8;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
chfinternational.org;CHF;USD/CHF;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sunhydraulics.com;Sun Hydraulics;HLIO;;;;;;;;;;;;;;;2700;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.6;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
hitco-sy.com;MHG;MHG;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sis.com;Silicon Integrated Systems;2363;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;35.3;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
clubw.com;Club W;BJ;;;;;;;;;;;;;;;34000;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
calavo.com;Calavo Growers;CVGW;;;;;;;;;;;;;;;3064;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;36;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
zeuss.com;Zeuss;ZSC/USD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
crowncrafts.com;Crown Crafts;CRWS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
fredfarid.com;FRED & FARID GROUP;FRED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
pmacapital.com;PMA;PMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
upwork.com;Upwork;UPWK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;18.5;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sinoland.net;Sino Land;SNLAY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
pliantcorp.com;Pliant;PLRX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;25.3;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kpg.com;KPG;KPG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;11.7;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
playtika.com;Playtika;PLTK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.7;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
playaresorts.com;Playa Hotels & Resorts;PLYA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;32.5;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
platts.com;Platts;DBLc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
hawsco.com;Haws;HIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
similarweb.com;SimilarWeb;SMWB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
updater.com;Updater;UPDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kajima.co.jp;Kajima;1812;;;;;;;;;;;;;;;;;;;;Green;Yellow;Yellow;Green;Green;Green;2051;100.0%;-3.45%;Yes;Yes;2.1;No;No;No;No;No;No;Aligned;No;No;Aligned;No;No;Aligned;No;No;No;No;31.5;No;No;No;No;;;;;;;;;;;Yellow;;;;;;;;;;;;;;;;;;
pixelworkscorporation.com;PixelWorks;PXLW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
pinnaclewest.com;Pinnacle West;PNW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.7;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
habco.biz;HABCO;HATM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
signetjewelers.com;Signet Jewelers;SIG;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.6;No;No;No;No;Aligned;No;Aligned;Aligned;Aligned;Aligned;No;No;Aligned;No;No;Aligned;No;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
signatureselect.com;Signature Select;0P0000KRUV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sifco.com;SIFCO Industries;SIF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
alliedinsurance.com;Allied Insurance;STAU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
universalcompanies.com;Universal Corporation;UVV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;34.1;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sierragold.com;SAI;SAI;;;;;;;;;;;;;;;;;;;;Green;Orange;Yellow;Green;Orange;Green;2050;100.0%;-3.57%;Yes;Yes;2.2;Aligned;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;No;No;;No;No;Yes;Yes;Yellow;;;;;;Orange;Yellow;;;;;;;;Yellow;;;;;;;;;;;;;
ibc.com;International Bancshares;IBOC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
unitedevv.com;United Leasing;UNTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
cogstate.com;CogState;CGS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
unitcorp.com;Unit Corporation;FUNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
bonduelle.com;Bonduelle;BOND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
unifirst.com;UniFirst;UNF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;20.6;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
unicharm.co.jp;Unicharm;8113;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.7;Aligned;No;Aligned;No;No;Strongly Aligned;No;Aligned;No;Aligned;No;No;No;No;No;No;No;28.8;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
unibail-rodamco.com;Unibail-Rodamco;URW;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Yellow;2050;98.34%;-1.19%;Yes;Yes;1.8;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;Aligned;Aligned;No;No;No;No;No;5.8;No;No;No;No;;;;;;;;;;;;;Yellow;;;;;;;;;;;;;;;;
uni-select.com;Uni-Select;HBB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
uni-president.com;Uni-President;UPCHY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dnnsoftware.com;DNN;DNN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
klgates.com;K&L Gates;K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
highfieldabc.com;HABC;HATM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
japan-sec.vn;Japan Securities;8511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;33.3;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
imin.com;ImIn;IMING.T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
credence.com;Credence;CRDNC/BTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
purityproducts.com;Purity;PURITY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
ispainc.com;ISPA;GDPI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kmetsolutions.com;KMET;KMET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
thaibev.com;Thai Beverage;TBVPY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kirbycorp.com;kirby corporation;KEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;18.1;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
takata.com;TK Holdings;TKO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;52.1;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
crawfordtech.com;Crawford &;CRDa;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.9;No;No;No;No;Aligned;Aligned;Aligned;Aligned;Aligned;Aligned;No;Aligned;Aligned;No;No;Aligned;No;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
thredup.com;thredUP;TDUP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;24.1;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
mypages.com;Babcock & Wilcox Power Generation Group;BWXT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;35.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
potenzacreative.com;Potenza;0P0000UFMM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
myhealthchoice.com;Health Choice;HCMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
nett.ca;Nett;NOSC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
istatechnologies.com;ISTA;ISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
paycor.com;Paycor;PYCR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;18.3;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
cpthailand.com;CP All;CPPCY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
h5.com;H5;H50E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
e4inc.com;e4;E40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
ulitzer.com;CNO Financial Group;CNO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;21.7;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
e-zest.net;e-Zest;0P0000821F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
cpfworldwide.com;Charoen Pokphand Foods;CPF;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.45%;Yes;Yes;2.3;Aligned;Strongly Aligned;No;No;Aligned;Aligned;No;Aligned;No;Aligned;No;Aligned;No;No;No;No;No;22.8;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e-builder.net;e-Builder;DIVS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
ingles-markets.com;Ingles Markets;IMKTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;25.6;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
transneft.ru;Transneft;TRNF_p;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
gunghoonline.com;Gungho Online Entertainment;3765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;16.4;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
gulfisland.com;Gulf Island Fabrication;GIFI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
eco-systemsinc.com;Eco-Systems;ESFS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
j2global.com;Global Communications;COMM;;;;;;;;;;;;;;;;;;;;Green;Yellow;Yellow;Green;Green;Green;2030;91.31%;-3.67%;Yes;Yes;2.8;No;No;No;No;Aligned;No;No;Aligned;No;No;Aligned;Aligned;No;No;No;No;No;13.6;No;No;No;No;;;;;;;;;;;Yellow;;;;;;;;;;;;;;;;;;
nexxsystems.com;NEXX;NEXN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.7;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
covitechnologies.com;CoVi;COVI;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2030;89.34%;-0.8%;Yes;Yes;2.6;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;Aligned;Strongly Aligned;No;No;No;No;No;;No;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynamit.us;Dynamit;DYNMT/ETH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
spie.org;SPIE;SPIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;9.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
psychesystems.com;Psyche;PMD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kpl.com;KPL;KPL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
technologyfinancepartners.com;Technology Finance;HRZN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sphere.com;SPHERE;ANY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dyl.com;DYL;DYL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;39.4;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
guess.com;GUESS;GES;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.3;No;No;No;No;Aligned;No;Aligned;Aligned;Aligned;Aligned;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nextit.com;Next IT;1626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
uglequis.com;Equis;0P0000Q55S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
karolinskadevelopment.com;Karolinska Development;KDEV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;37.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
techi.com;Techi;TENI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
techglobalinc.com;Tech Global;GTAC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
spdb.com.cn;Shanghai Pudong Devel. Bank;600000;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;;;;;;2.8;No;No;No;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;32;No;No;No;No;;;null;;;;;;;;;;;;;;;;;;;;;;;;;;
gtbank.com;Guaranty Trust Bank;GTCOq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
gbsi.com;Global Business;ACBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
teamexos.com;EXOS;EXO/BTC;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Yellow;2025;100.0%;-33.33%;Yes;Yes;1.4;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;No;Yes;;;;;;;;;;;;;Yellow;;;;;;;;;;;;;;;;
provectus.com;Provectus;PVCT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kesselservices.com;KESSEL;KES;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2030;15.77%;0.26%;Yes;Yes;2.1;No;No;No;No;No;No;No;Aligned;No;Aligned;No;No;Aligned;No;No;No;No;;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tdworld.com;Transmission & Distribution World;ALSN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;30.1;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
tdservices.net;Telephone & Data;TDS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;36.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
needhamco.com;Needham & Co.;NEEGX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
ibioinc.com;iBio;IBIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
